id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,comment_text_clean,toxicity_score
sample_1226,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1227,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1228,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1229,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1230,You're absolutely wrong about this,1,1,0,0,0,0,youre absolutely wrong about this,1
sample_1231,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1232,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1233,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1234,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1235,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1236,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1237,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1238,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1239,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1240,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1241,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1242,I strongly disagree with your opinion,1,0,0,0,1,0,i strongly disagree with your opinion,1
sample_1243,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1244,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1245,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1246,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1247,Your argument makes no sense,1,0,0,0,0,0,your argument makes no sense,1
sample_1248,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1249,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1250,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1251,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1252,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1253,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1254,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1255,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1256,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1257,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1258,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1259,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1260,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1261,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1262,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1263,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1264,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1265,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1266,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1267,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1268,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1269,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1270,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1271,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1272,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1273,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1274,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1275,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1276,This is completely unacceptable behavior,1,0,0,1,1,0,this is completely unacceptable behavior,1
sample_1277,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1278,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1279,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1280,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1281,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1282,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1283,You're absolutely wrong about this,1,0,1,0,0,0,youre absolutely wrong about this,1
sample_1284,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1285,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1286,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1287,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1288,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1289,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1290,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1291,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1292,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1293,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1294,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1295,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1296,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1297,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1298,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1299,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1300,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1301,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1302,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1303,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1304,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1305,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1306,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1307,This content is inappropriate,1,1,1,0,0,0,this content is inappropriate,1
sample_1308,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1309,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1310,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1311,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1312,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1313,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1314,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1315,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1316,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1317,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1318,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_1319,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1320,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1321,This content is inappropriate,1,0,0,0,1,0,this content is inappropriate,1
sample_1322,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1323,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1324,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1325,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1326,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1327,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1328,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1329,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1330,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1331,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1332,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1333,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1334,This is completely unacceptable behavior,1,0,0,0,0,1,this is completely unacceptable behavior,1
sample_1335,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1336,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1337,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1338,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1339,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1340,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1341,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1342,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1343,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1344,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1345,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1346,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1347,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1348,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1349,This is completely unacceptable behavior,1,0,0,0,0,0,this is completely unacceptable behavior,1
sample_1350,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1351,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1352,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1353,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1354,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1355,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1356,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1357,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1358,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1359,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1360,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1361,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1362,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1363,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1364,I strongly disagree with your opinion,1,0,0,0,1,0,i strongly disagree with your opinion,1
sample_1365,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1366,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1367,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1368,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1369,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1370,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1371,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1372,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1373,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1374,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1375,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1376,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1377,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1378,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1379,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1380,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1381,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1382,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1383,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1384,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1385,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1386,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1387,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1388,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1389,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1390,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1391,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1392,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1393,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1394,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1395,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1396,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1397,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1398,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1399,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1400,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1401,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1402,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1403,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1404,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1405,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1406,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1407,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1408,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1409,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1410,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1411,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1412,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1413,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1414,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1415,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1416,Your argument makes no sense,1,0,0,1,0,1,your argument makes no sense,1
sample_1417,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1418,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1419,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1420,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1421,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1422,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1423,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1424,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1425,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1426,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1427,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1428,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1429,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1430,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1431,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1432,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1433,This is completely unacceptable behavior,1,1,1,0,0,0,this is completely unacceptable behavior,1
sample_1434,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1435,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1436,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1437,You're absolutely wrong about this,1,0,1,0,1,0,youre absolutely wrong about this,1
sample_1438,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1439,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1440,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1441,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1442,I strongly disagree with your opinion,1,1,0,0,1,0,i strongly disagree with your opinion,1
sample_1443,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1444,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1445,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1446,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1447,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1448,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1449,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1450,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1451,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1452,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1453,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1454,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1455,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1456,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1457,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1458,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1459,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1460,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1461,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1462,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1463,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1464,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1465,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1466,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1467,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1468,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1469,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1470,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1471,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1472,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1473,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1474,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1475,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1476,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1477,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1478,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1479,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1480,You're absolutely wrong about this,1,0,0,0,0,0,youre absolutely wrong about this,1
sample_1481,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1482,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1483,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1484,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1485,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1486,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1487,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1488,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_1489,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1490,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1491,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1492,You're absolutely wrong about this,1,0,0,0,0,0,youre absolutely wrong about this,1
sample_1493,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1494,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1495,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1496,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1497,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1498,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1499,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1500,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1501,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1502,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1503,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1504,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1505,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1506,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1507,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1508,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1509,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1510,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1511,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1512,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_1513,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1514,You're absolutely wrong about this,1,0,1,0,0,0,youre absolutely wrong about this,1
sample_1515,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1516,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1517,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1518,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1519,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1520,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1521,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1522,I strongly disagree with your opinion,1,0,0,0,0,0,i strongly disagree with your opinion,1
sample_1523,This content is inappropriate,1,1,1,0,0,0,this content is inappropriate,1
sample_1524,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1525,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1526,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1527,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1528,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1529,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1530,This content is inappropriate,1,0,0,0,1,0,this content is inappropriate,1
sample_1531,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1532,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1533,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1534,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1535,Your argument makes no sense,1,0,1,0,0,0,your argument makes no sense,1
sample_1536,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1537,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1538,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1539,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1540,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1541,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1542,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
sample_1543,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1544,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1545,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1546,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1547,That's an interesting point to consider,0,0,0,0,0,0,thats an interesting point to consider,0
sample_1548,This content is inappropriate,1,0,0,0,0,0,this content is inappropriate,1
sample_1549,You're absolutely wrong about this,1,0,1,0,1,0,youre absolutely wrong about this,1
sample_1550,"Great discussion, everyone",0,0,0,0,0,0,great discussion everyone,0
sample_1551,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1552,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1553,Thanks for sharing this information,0,0,0,0,0,0,thanks for sharing this information,0
sample_1554,I appreciate your perspective on this topic,0,0,0,0,0,0,i appreciate your perspective on this topic,0
sample_1555,I'd like to learn more about this,0,0,0,0,0,0,id like to learn more about this,0
